name,booth,homepage,categories,overview,partner_url
ClairIA,hall1 Booth E59-026,https://clairia.fr/,"Artificial Intelligence, Industry & Supply Chain","ClairIA est une solution IA plug & play à destination des industriels qui cherchent à optimiser leurs opérations d’inspection visuelle.
-
ClairIA is a plug-and-play solution designed for manufacturers aiming to optimize their visual inspection operations.",https://vivatechnology.com/partners/clairia
Clinical Management Systems,hall1 Booth C46-008,https://www.cms.com.ge/,"Artificial Intelligence, Healthcare & Wellness, Growth & Investment","Clinical Management Systems (CMS): AI-powered healthcare software uniting patients, clinics, labs, and pharmacies. CMS streamlines workflows, enhances care, and delivers data-driven insights, optimizing every aspect of the medical process.",https://vivatechnology.com/partners/clinical-management-systems
Cloov S.r.l.,hall1 Booth C15-007,https://cloov.tech/,"Consulting & B2B services, Luxury, Fashion & Cosmetics, Retail & E-commerce","Cloov is a B2B software that helps brands to seamlessly integrate circular offerings like resale, rental and repair into their core business.",https://vivatechnology.com/partners/cloov-srl
CLX Europe an eClerx Company,hall2 Booth P16,https://www.clxeurope.com/,"Luxury, Fashion & Cosmetics, Marketing & Advertising, Retail & E-commerce, Artificial Intelligence","CLX Europe an eClerx Company supports Brands, Retailers & Agencies to CREATE, MANAGE & DELIVER media content Globally to a Multi-Channel Market. 

With 50+ years of experience, built historically within the pre-press market, CLX Europe is today reputed one of the best company in the European pre-media industry. 
We support our clients providing state of the art technology combined with in depth knowledge of conventional and new media channels to market.

Our role is to assist them in the creation, production and distribution of all corporate communications. 

For half a century, we've shaped the world of fashion and luxury. Today, that legacy continues—driven by innovation, creativity, and technology.
We bring the future to life through cutting-edge 3D content,
thanks in part to our trusted 3D scanning partners: ALLSIDES.",https://vivatechnology.com/partners/clx-europe-an-eclerx-company
CME France,hall1 Booth B08-004,,"Artificial Intelligence, Consulting & B2B services, Insurance & Legal","CME is a multinational tech company with offices in eight countries, including France, the US, Lebanon, the UAE, and KSA. We build custom solutions in software engineering, AI, data & analytics, UX/UI, and IoT, serving Fortune 500s and 80M+ users daily.",https://vivatechnology.com/partners/cme-france
Coco Fiber,hall1 Booth G12-026,https://www.tiktok.com/@cocofiber6?_t=ZN-8vwOwckRp6E&_r=1,"Industry & Supply Chain, Food & Agriculture",Coco Fiber is a startup from Guadeloupe specializing in the industry sector. Find them in Hall 1 at stand G12-026 during VivaTech 2025. They are available on Saturday.,https://vivatechnology.com/partners/coco-fiber
ColibrITD,hall1 Booth L12-003,https://www.colibritd.com,Deep Tech & Quantum Computing,ColibriTD enables access to quantum computing via a powerful software platform accelerating complex industrial simulations. Our hybrid solvers boost performance and integrate smoothly into existing simulation workflows,https://vivatechnology.com/partners/colibritd
COLOMBO TECH,hall1 Booth B31-007,https://www.colombo-tech.com/,"Connectivity, Cloud & Infrastructure, Insurance & Legal, Industry & Supply Chain","Electric vehicules battery fires pose challenges for fire fighters, ships and buildings safety.

Colombo Tech develops an innovative thermal imaging based EV battery fire early detection system powered by AI designed for RoRo vessels and car parks.",https://vivatechnology.com/partners/colombo-tech
Contents SpA,hall1 Booth C15-009,https://www.contents.ai,"Artificial Intelligence, Consulting & B2B services, Retail & E-commerce","Founded in 2021 in Milan, Contents is transforming how enterprises manage digital content. Our AI-powered platform streamlines workflows, enabling efficient orchestration, creation, and distribution of content across all digital channels.",https://vivatechnology.com/partners/contents-spa
CORBERAN Parts,hall1 Booth B18-011,https://www.tiktok.com/@corberanparts,"Industry & Supply Chain, Robotics, Artificial Intelligence","CORBERAN Parts designs and manufactures custom made parts for the automotive industry, particularly for classic vehicles. With our innovative manufacture processes and advanced materials, we produce series of all sizes, combining quality and durability",https://vivatechnology.com/partners/corberan-parts
Corma,hall1 Booth G50-005,https://www.corma.io/,"Artificial Intelligence, Cybersecurity, Consulting & B2B services","100+ companies have revolutionised the way they interact with SaaS & Agents thanks to the Corma IT copilot, which automates management, streamlines, and secures the growing number of licenses to provide a clear ROI on their stack.",https://vivatechnology.com/partners/corma
CorneaSight,hall1 Booth B18-020,https://unitec.fr/entreprises/cornea-sight/,"Healthcare & Wellness, Deep Tech & Quantum Computing, Artificial Intelligence","CorneaSight is a software solution enabling ophthalmologists to better diagnose and monitor corneal diseases. Our innovation, backed by leading institutions like LOB laboratory and Paris-Saclay University aims to make vision clearer for everyone.",https://vivatechnology.com/partners/corneasight
Coverride,hall1 Booth F49-004,https://www.coverride.com,"Luxury, Fashion & Cosmetics, Retail & E-commerce, Entertainment, Media & Creators Economy","Coverride is reshaping consumer electronics with smart accessories featuring dynamic, app-controlled designs. A fusion of technology, style, and innovation. Discover the World's First Electronic Smartphone Case and the World's First Smart Pendant.",https://vivatechnology.com/partners/coverride
CSC Robotic Engineering Limited,hall1 Booth E40-011,https://www.cscrobotic.com,"Robotics, Growth & Investment, GovTech & Public sector",CSC Robotic Engineering Limited (CSC ROBO) is a technology company that specializes in construction robotics and AI solutions. We aim to bring innovative technology to the construction industry.,https://vivatechnology.com/partners/csc-robotic-engineering-limited
csky.ai,hall1 Booth B38-007,https://www.csky.ai/,"Artificial Intelligence, Consulting & B2B services","csky.ai is a Swiss startup specializing in secure AI solutions for B2B services. As they go to market, csky.ai is seeking funding and recruitment opportunities at VivaTech 2025. Visit them in Hall 1 at booth B38-007 to discover more.",https://vivatechnology.com/partners/cskyai
Cycle Up,hall1 Booth D11-085,https://www.cycle-up.fr/home,"Climate Tech, Industry & Supply Chain, Data Management & CRM",Reuse of construction material,https://vivatechnology.com/partners/cycle-up
D-Shape Limited,hall1 Booth F48-009,https://www.d-shape.com,"Climate Tech, GovTech & Public sector, Industry & Supply Chain","D-Shape specializes in 3D printing, creating eco-friendly marine structures to tackle coastal erosion and biodiversity loss. With over 500 installations worldwide, we prioritize sustainability. Our Vitareef division champions ecological conservation.",https://vivatechnology.com/partners/d-shape-limited
DAMO Srl,hall1 Booth C15-010,https://damo.studio/,"Artificial Intelligence, Luxury, Fashion & Cosmetics, Industry & Supply Chain","DAMo is the go-to platform for fashion designers
and brands sourcing certified sustainable
materials to meet eco-design standards.",https://vivatechnology.com/partners/damo-srl
DataOfficer,hall1 Booth D37-023,https://dataofficer.ai,"Artificial Intelligence, Healthcare & Wellness","DataOfficer leverages AI algorithms to automate the extraction and collection of medical imaging data, streamlining access to critical clinical information.",https://vivatechnology.com/partners/dataofficer
Datastone,hall1 Booth H62,https://www.datastone.hk,"Artificial Intelligence, Luxury, Fashion & Cosmetics, Retail & E-commerce, Marketing & Advertising, airobotics, marketingadvertising, luxuryfashioncosmetics","DATASTONE is an innovative company specializing in display solutions, with remarkable achievements in the apparel retail sector. The company was created in 2022 in Hong Kong and it has a 50 staff. Committed to revolutionizing the design and management of store displays, DATASTONE has developed a comprehensive, digitally-driven display platform tailored for apparel retail. By leveraging big data analytics, AI, and other advanced technologies, the platform integrates store layouts, display fixtures such as racks and shelves, and a wide range of apparel product data to build an intelligent display management system. This empowers clients to manage the entire process—from concept development and design execution to performance optimization—significantly improving the efficiency and quality of visual merchandising.",https://vivatechnology.com/partners/datastone
DATIVE,hall2 Booth P20-001,https://www.dative-gpi.com/,"Artificial Intelligence, Connectivity, Cloud & Infrastructure, Industry & Supply Chain",DATIVE empowers manufacturers to overcome optimization challenges in their business processes. We provide technical expertise alongside software and hardware solutions.,https://vivatechnology.com/partners/dative
DEALT,hall1 Booth J37-022,https://www.dealt.fr,"Retail & E-commerce, Consulting & B2B services, Insurance & Legal","Turn every purchase into a premium experience with Dealt. Integrate home services and product protection right into your checkout : delivery, assembly, repair, insurance... Delight your customers, boost your revenue.   Service is the new bestseller",https://vivatechnology.com/partners/dealt
Debecom,hall1 Booth L24-002,https://www.djeebox.com,"Connectivity, Cloud & Infrastructure","DEBECOM is a telecom services company. We develop and industrialize the DjeeBox solution designed to provide very high-speed broadband for everyone, wherever fiber optics are unavailable. DjeeBox uses the SmartWaves intelligent antenna system.",https://vivatechnology.com/partners/debecom
Decisimo,hall1 Booth F53-004,https://www.decisimo.com,"Fintech, Banking & Crypto, Data Management & CRM, Artificial Intelligence","Decisimo is a decision automation platform for credit, risk, and fraud. It replaces messy code and rigid rule engines with clear, maintainable logic - powered by an AI copilot and real-time impact analysis.",https://vivatechnology.com/partners/decisimo
Deep IoTech,hall1 Booth A08-011,https://deepiotech.com/,"Healthcare & Wellness, Growth & Investment, GovTech & Public sector","We turn conventional medical devices into telemedicine-ready tools with the world first OCR for vital signs, digitizing millions of daily health readings with a photo, reducing e-waste and accelerating access to remote care worldwide.",https://vivatechnology.com/partners/deep-iotech
DeepHawk,hall1 Booth T03-003,https://www.deephawk.ai,"Artificial Intelligence, Industry & Supply Chain, Space, Aeronautics & Defense","Next generation AI for visual quality control in manufacturing: better detection capabilities, fastest learning and inference, on-prem software solution connecting to cameras, xray, CT scans for automotive, batteries and aerospace.",https://vivatechnology.com/partners/deephawk
